0 
0.567
0.372
0.190
0.676
0.559
0.687
0.368
0.742
0.313
0.357
0.115
-0.198
0.139
0.081
0.988
0.404
0.936
0.427
0.589
0.298
0.524
0.076
0.176
0.590
0.743
0.385
0.395
0.721
0.268
0.065
0.112
0.171
0.707
0.069
0.436
0.727
0.423
0.178
0.354
0.432
0.321
1.135
0.920
1.418
0.201
0.016
-1.108
-0.739
-0.793
-0.390
0.115
0.488
